price,year,home_size,parcel_size,beds,age,pool,cbd_dist,x_coord,y_coord
156.479,2002,720,20454,1,7,0,12676.68,493320.9,1528380
140.097,2004,1554,6875,2,24,0,16214.29,511079.6,1483480
152.743,2003,2229,5626,3,2,0,16792.8,541565.6,1476397
155.513,2002,1808,8625,3,6,0,12640.77,497261.3,1548683
205.268,2002,2193,13557,4,6,1,20200.32,502737.1,1589105
149.287,2002,1789,10512,4,2,0,18697.49,518110.7,1472057
258.649,2003,2312,10873,3,37,1,7346.31,553818,1545958
169.127,2002,2611,6893,4,0,0,20933.93,534600.2,1462394
160.402,2002,2192,10077,3,27,0,5981.67,543799.3,1513631
89.779,2002,1096,7658,3,9,0,9873.43,509500.9,1551300
113.169,2004,1152,6466,3,0,0,6721.17,513144.3,1527093
152.272,2000,1894,6480,3,11,0,11634.86,498350.8,1519833
77.832,2004,950,19998,3,59,0,3011.09,529909.8,1522531
147.227,2003,1628,10088,3,15,0,19220.7,497544.8,1581973
192.049,2004,1516,5652,3,0,0,17381.71,575043.4,1490630
156.348,2001,936,7117,2,36,0,4075.1,533041.7,1544351
253.787,2000,3335,18396,4,1,0,25881.88,489251.9,1602767
199.741,2003,1902,10053,4,4,0,4871.93,539629.3,1515843
178.263,2004,2337,7875,4,14,0,18951.59,524175.3,1469820
341.666,2001,3248,14917,4,4,1,13274.1,493432.7,1517546
167.59,2002,1802,6352,4,6,1,9757.95,526424.2,1561998
123.779,2001,1824,15359,3,9,0,13151.39,577715,1536038
110.395,2001,1365,4400,3,0,0,23696.13,457875.2,1519892
164.255,2001,1842,6251,3,0,0,14768.31,581802.9,1519123
184.156,2003,1850,2553,3,15,0,15091.31,497684.9,1498343
201.447,2004,2170,6674,4,0,1,13713.77,572658,1506700
137.018,2000,1888,7320,3,6,0,15861.57,582379.2,1552301
212.184,2003,2724,11043,4,2,0,9731.21,536572,1499207
187.596,2002,2289,7179,4,6,1,15594.99,483728.4,1528346
179.678,2000,1433,91158,3,17,0,18334.42,481061.8,1558098
166.498,2000,2504,44995,4,6,0,29143.47,629797.6,1519660
94.367,2000,1224,8357,3,6,0,7945.4,560807.4,1533526
124.977,2005,1287,8970,3,40,0,8723.79,563292.9,1527941
155.154,2002,1651,5105,3,0,0,14813.42,579435.3,1511744
213.263,2002,2791,17016,5,0,0,23678,491470.6,1595583
89.282,2000,1500,14534,3,17,0,8272.05,551603.6,1509746
94.548,2000,1555,4437,3,7,0,13569.01,490308.5,1531768
120.709,2003,1394,5016,2,21,0,15793.08,514819.9,1483286
548.842,2002,2946,11196,4,0,1,18477.09,482488,1500488
134.383,2004,1241,8640,3,19,0,13881.99,577871.6,1546054
183.864,2002,2187,10002,3,2,1,29397.75,630769.8,1520823
81.799,2001,907,9000,2,41,0,7841.38,560533.3,1529697
240.155,2003,2899,10180,4,0,0,21888.38,606373.1,1524540
150.377,2003,1830,9335,3,3,0,13270.26,491483.1,1535257
137.984,2004,1612,8331,3,0,0,24111.86,613493.6,1539772
118.751,2004,1272,7871,3,34,0,9716.46,529812,1499607
87.595,2001,1721,7499,3,36,0,9038.79,510752.6,1548417
270.374,2003,2599,11898,4,9,1,8673.32,549690.9,1506818
134.77,2001,1960,5508,3,0,0,14067.09,580906.3,1528096
350.613,2003,1961,14193,4,38,1,4655.16,543696.8,1543544
152.9,2005,1852,13146,2,26,0,16104.94,510565.9,1484144
75.104,2003,1066,22558,2,49,0,14490.7,581318.7,1541164
96.462,2003,1341,7758,3,32,0,9766.09,515769.9,1505333
218.538,2003,3283,9237,5,0,0,14856.63,486791.3,1539410
198.852,2004,2380,7783,3,1,0,22010.94,490949.2,1588477
139.823,2001,2034,14273,5,28,1,8656.04,512277.6,1548365
198.038,2003,2317,8740,4,13,0,22548.24,514975.7,1459810
142.528,2000,1900,6156,3,0,0,9912.52,535624.6,1498575
216.448,2000,2672,11298,4,10,1,11294.34,498270.8,1525018
226.727,2004,2931,6350,4,0,0,25748.01,618880.8,1539897
125.281,2002,1316,6935,3,2,0,18743.08,596243.1,1534729
68.991,2000,975,6255,2,12,0,21345.55,488905.7,1583995
134.514,2003,1476,1700,3,0,0,17596.88,592437.6,1535269
678.942,2005,3862,19937,5,1,0,20415.71,473180.9,1505118
125.158,2001,1586,8250,3,10,0,12607.49,572370.9,1513684
482.769,2002,4103,10703,4,4,1,16348.76,493041,1497451
76.61,2002,1647,8604,4,38,0,8626.82,509390.7,1543513
243.971,2003,2065,12151,3,43,0,9009.18,541961.9,1559794
241.963,2001,2822,9766,4,2,1,20440.41,601730,1526040
209.457,2005,1546,5772,3,2,0,18557.75,576686.3,1486847
128.053,2004,1462,8961,3,21,0,9245.13,513920.8,1553079
211.529,2000,2561,9000,4,0,0,16343.28,481231,1529230
164.475,2003,1709,10030,3,2,0,19975.18,470839.6,1545318
805.512,2004,5357,56980,4,2,1,28302.4,626191.1,1514358
94.184,2004,1311,9491,3,43,0,8391.55,507873.2,1536727
121.274,2001,1371,8964,4,13,1,13732.02,494209.8,1550606
234.214,2002,1460,9081,3,42,0,8462.54,549211.9,1554859
173.905,2002,1825,5500,3,0,0,23323.64,458628.9,1523876
231.635,2002,2257,11551,4,32,1,8223.57,556872.8,1546680
43.898,2001,898,7531,2,31,0,11035.94,568157.1,1545295
209.078,2000,2716,11036,4,0,0,13586.6,490268.5,1529673
96.902,2004,1402,9223,3,41,1,9425.39,508053.2,1546575
107.962,2003,1075,9146,3,25,1,9026.94,513748,1551906
74.544,2000,1248,10051,3,29,0,9592.01,507600.5,1546885
167.015,2004,1815,5501,3,3,0,14319.36,581647.5,1526938
400.517,2005,3359,7200,4,4,1,23334.09,458739.3,1522434
89.839,2000,1139,8670,3,14,0,17490.98,592227.8,1529867
132.225,2003,1438,7687,3,13,0,14588.06,578381.3,1550999
165.982,2003,2008,9838,4,15,0,11392.4,567209.6,1549795
124.119,2005,1055,7148,3,24,0,14340.76,581709.2,1535355
554.979,2004,3269,9934,4,0,1,4950.17,549596.9,1537883
203.827,2000,2332,7698,4,0,1,19566.98,599054.3,1531025
171.775,2004,1312,5827,2,44,0,2397.33,540551.3,1536505
124.036,2000,999,2553,2,15,0,15198.48,498103.6,1497352
220.254,2002,2304,9323,4,1,1,20284.57,529396.6,1464747
140.166,2003,1489,5257,3,0,0,19863.69,598972.6,1542781
84.562,2002,1320,7725,3,45,0,8313.8,508290,1537405
162.718,2000,3520,4998,5,1,0,8499.79,514321.3,1550000
173.765,2002,2938,6678,4,3,0,19344.28,528929.4,1467886
159.98,2004,2080,7500,3,15,0,13449.34,572372.6,1507873
161.145,2000,1855,9369,3,0,0,13977.23,488963.8,1531075
445.103,2002,5209,10023,6,0,0,19269.03,597361,1521612
119.962,2004,1331,8417,3,14,0,7505.5,524642.5,1508673
136.306,2002,1571,5250,3,0,0,24898.84,616266.4,1537938
297.051,2002,3563,12143,5,0,0,20413.44,601583.4,1525327
259.248,2001,2976,14560,4,13,1,13082.9,500826.4,1504888
146.99,2004,1433,8240,3,32,0,5239.92,549707.3,1522460
193.206,2004,2234,9344,4,13,0,16847.18,531728.9,1475893
170.292,2002,1960,6466,4,0,0,21283.48,510369,1465672
157.258,2000,2076,10878,4,30,0,6577.66,548960.7,1514772
144.757,2003,1980,10388,4,0,0,13324.92,498517.9,1555455
384.58,2004,2037,30692,4,11,1,4948.05,532179.3,1515077
68.413,2004,1723,62881,3,49,0,15675,497196.9,1566166
383.574,2004,2603,17878,3,9,1,10078.81,532407.8,1564084
88.001,2001,1118,3296,3,8,0,15188.2,502961.5,1569421
112.539,2004,1275,1720,2,0,0,14506.08,490961,1549577
321.352,2001,3146,18502,3,16,1,15545.63,492778.7,1502215
133.903,2005,1209,5019,3,19,0,11825.65,569457.7,1513557
123.785,2004,1385,9011,2,39,1,8082.35,561354.3,1530444
168.751,2004,1489,5949,3,4,0,21510.06,601622.8,1553972
128.014,2003,1591,9537,2,17,0,17581.64,525744.6,1474116
147.764,2003,2704,5447,3,28,0,3304.47,540506.8,1521853
245.019,2002,2340,6257,4,10,0,1593.42,535552.6,1525917
42.171,2001,2237,8746,4,0,0,12337.72,573899.5,1520436
120.709,2003,1483,7936,3,0,0,22161.01,489613.8,1588061
141.296,2003,1539,5200,3,12,0,16088.58,505130.8,1574751
124.284,2001,1455,5497,3,0,0,14036.97,580806.6,1528087
266.061,2001,3593,12317,4,0,1,16334.15,481251.6,1529521
103.814,2004,918,6001,3,10,0,9719.44,519917.6,1559293
61.237,2002,1031,1370,3,28,0,7331.77,557985.8,1524532
276.726,2001,2998,12159,5,12,1,13435.72,498937.2,1505492
87.227,2002,1066,11759,3,19,0,15266.97,487410.8,1547265
133.76,2003,1426,6989,4,27,0,16156.03,524528.8,1479086
160.454,2001,1610,7484,3,0,0,14865.64,582176.2,1519297
164.846,2003,2077,15320,4,13,1,15515.24,581476.7,1551532
161.229,2000,2231,10807,4,27,0,7945.25,556759.4,1545216
93.484,2001,1142,5691,3,0,0,3977.68,539706.3,1518985
53.403,2001,1378,21975,3,26,0,43342.66,670129.7,1487161
181.874,2000,2366,5565,4,0,1,18699.78,596084.4,1534994
264.886,2004,2676,13305,4,0,0,18388.26,576843.3,1487768
149.836,2000,1899,6420,3,10,0,11719.44,498181.1,1519446
196.684,2003,2398,11440,4,1,0,25004.17,616455,1539622
119.689,2004,897,12602,3,39,0,8178.57,561179,1525946
176.217,2005,1916,5311,4,13,0,14440.83,582197.7,1532861
88.37,2000,1316,14143,3,34,0,5570.19,552679.5,1535076
156.19,2002,1880,10096,4,0,0,22389.04,461883.3,1522315
149.627,2000,1722,9503,4,40,0,2572.36,535205,1539532
157.4,2002,2032,9943,3,1,0,21047.07,534858.8,1462022
66.672,2003,1024,7490,3,32,0,8879.74,505697.1,1531557
119.774,2002,1696,4620,3,6,0,20003.5,536598.1,1465471
130.896,2004,1236,5996,3,14,0,20244.06,599762.6,1545200
253.762,2003,2712,8649,4,8,1,7559.51,551284.8,1512524
116.747,2001,1093,2875,2,0,0,23037.51,609513.7,1519271
110.913,2004,888,7813,3,24,0,4895.12,546974,1520572
330.129,2001,3090,50468,5,4,1,25270.05,597368.8,1476619
100.121,2000,1264,6135,3,0,0,21777.36,602983,1552646
189.923,2005,1810,6000,3,2,0,23337.61,609532.6,1514158
149.332,2002,1733,12571,3,3,0,22594.86,460771,1534747
173.881,2001,2067,7917,4,6,1,18127.84,511813.2,1476238
96.041,2000,1360,8238,3,20,0,8023.75,525582.8,1555752
121.706,2002,1539,11253,3,16,0,19146.03,501945.6,1584638
148.361,2003,2712,13344,4,40,0,5182.45,522276.6,1519628
99.299,2003,1493,7798,3,34,0,7967.34,560583.5,1526534
87.806,2004,1065,8470,3,18,1,7826.16,509504.8,1535345
98.238,2001,1576,7992,3,22,0,15749.66,510512.8,1485489
146.946,2000,1722,14210,3,13,0,11247.81,571481.5,1526643
130.025,2004,1371,8976,3,16,0,13663.75,494002.7,1549633
109.477,2000,1632,10022,3,12,1,9643.46,564946.1,1521346
133.63,2003,1310,9223,3,8,0,16869.49,535109.5,1475733
24.881,2000,1092,6934,3,10,0,11565.28,567528.8,1511812
250.935,2005,1604,7806,3,60,0,2097.15,537603.9,1524796
61.836,2001,1092,19939,3,17,0,19079.06,489980.6,1574787
115.924,2003,1477,9607,3,43,0,7768.72,526419.2,1555165
191.128,2004,1868,6292,3,0,0,15154.44,584513.5,1528674
190.367,2004,1907,15578,4,11,1,21940.58,487494.3,1585355
105.225,2002,1173,7800,2,42,0,3127.5,540733.2,1522696
266.446,2002,2995,35322,3,6,0,20142.62,502320,1588655
126.887,2004,1150,2895,3,0,0,23439.9,610232.3,1515818
179.471,2004,2156,8181,4,5,1,17330.39,505558.1,1579861
151.728,2000,1866,7309,3,0,0,17205.26,506923.7,1580183
119.486,2000,1432,5765,3,0,0,18862.19,543969.9,1469870
162.719,2004,1985,5829,4,1,0,20911.86,544441.8,1463141
147.422,2004,1952,5648,4,12,0,15370.13,499899.8,1567485
94.548,2000,1712,8791,3,31,0,9021.83,508908.1,1545396
117.13,2001,1335,6270,3,1,0,18275.7,593862.9,1520445
339.111,2003,2844,22030,4,19,1,14174.39,494430.2,1508045
90.818,2002,1174,1750,3,12,0,16950.14,524036.2,1476526
143.234,2003,1387,2724,3,0,0,22205.01,466935.6,1504633
256.198,2003,2060,3622,3,0,0,15998.92,496634.8,1495074
148.141,2003,1440,5267,3,6,0,9782.61,525677.4,1561870
290.505,2003,3040,13597,4,0,0,20690.71,510796.6,1467589
81.464,2001,1281,8018,3,40,0,16655.76,500051.2,1573265
243.442,2003,3024,12765,4,0,1,18822.44,480139.7,1502386
255.432,2005,2640,6286,4,4,1,16657.36,587897.8,1517939
155.663,2004,1827,9760,4,21,0,17304.58,540129.1,1474552
149.632,2000,1460,3661,3,0,0,2752.62,543783,1529856
364.991,2004,2641,13341,3,45,1,2660.71,541392.6,1525330
77.399,2000,1316,7980,3,47,0,6652.46,513055.6,1532607
160.066,2004,1492,12698,3,19,0,14496.96,491664.2,1511101
332.782,2005,2756,7834,4,3,0,21057.75,603127.7,1520488
121.364,2000,1656,9721,4,0,0,12022.36,499892.9,1549410
183.314,2003,2102,6165,3,0,1,21248.4,604112.9,1539093
217.471,2001,3124,10615,4,0,0,15363.39,583800.6,1519061
79.888,2003,1440,6830,3,28,0,10719.23,566271,1515302
181.76,2004,1722,7017,4,0,0,13166.49,573758.2,1512326
106.435,2003,1072,12806,3,15,0,11025.92,507591.3,1554913
164.592,2005,1231,5425,2,24,0,8702.98,560890.1,1519391
97.399,2000,1351,8300,3,16,0,3175.02,544864.6,1528266
157.824,2004,1874,1813,3,1,0,17618.7,592494.6,1535471
101.251,2004,1333,7148,2,5,0,7747.11,513558.4,1545016
132.367,2000,1544,11744,3,25,0,3713.98,544104.9,1539014
171.57,2000,2237,7163,4,0,0,21630.54,509264.9,1464873
265.378,2002,3110,11050,5,0,0,18446.28,474605.6,1524979
298.264,2002,2994,9373,4,0,0,12034.89,515538.6,1565560
53.452,2003,996,6821,3,32,0,7224.2,512312,1523695
200.912,2002,2122,16301,3,10,0,17089.04,500168.1,1487010
223.397,2004,2460,6000,4,0,0,20663.47,473936.1,1501261
116.924,2001,1668,5479,3,10,0,13350.77,491036,1532289
163.608,2001,1970,5500,4,3,1,19649.86,517164.5,1469076
356.199,2003,2467,8667,3,4,1,17290.16,494769.5,1490914
162.934,2000,2098,4990,3,0,0,16256.55,505956.9,1575963
125.283,2003,1318,8899,3,13,0,13251.62,575519.8,1546471
176.49,2002,1952,11498,3,8,0,17115.08,478700.9,1528962
107.998,2001,1656,8695,4,19,0,4899.99,548315.5,1522327
120.488,2001,1403,28105,3,6,1,10490.79,567286.7,1519590
200.033,2002,2136,7245,3,1,1,13372.34,569572.1,1504273
296.722,2003,2827,12001,3,19,0,16311.24,485070.1,1511373
618.801,2004,4500,26804,4,1,1,20546.06,471685,1507457
147.703,2001,1048,8690,3,16,0,1860.93,540766.3,1532560
227.393,2003,2594,9010,4,0,0,13439.49,569586.9,1503933
138.54,2004,1440,5859,3,0,0,15595.52,584899.8,1541748
89.287,2003,1660,7877,4,33,0,7037.21,513607.7,1540195
138.641,2004,1414,8217,3,20,0,17275.51,513519.1,1478560
235.697,2002,1371,6740,2,17,0,1687.55,540322.1,1530334
120.547,2003,1230,4931,3,0,0,17758.37,593107.4,1532238
406.174,2005,3418,16205,5,35,1,10805.56,548567.9,1563793
321.295,2004,2447,14750,4,16,1,12356.5,498857.6,1512386
84.683,2003,1247,8963,3,45,0,9514.94,508860.1,1548438
160.085,2004,1731,9751,4,18,0,14475.95,582307.6,1533001
262.257,2001,2692,13703,4,7,1,11690.17,496938.5,1525119
605.657,2000,2360,35089,3,18,1,18743.95,486348.2,1492636
284.432,2004,2249,22890,4,10,1,18141.78,504864.7,1582544
76.577,2001,897,8249,2,26,0,10907.3,565154.7,1512065
332.284,2002,2831,10175,4,0,1,20648.47,511559.6,1467453
65.196,2000,1344,2530,4,23,0,15861.24,523508.6,1480289
297.266,2004,3373,14716,4,0,0,21443.12,487293.5,1582990
184.263,2001,1804,10445,3,9,1,11481.67,497817.8,1524056
134.188,2001,1913,5851,4,0,0,19224.02,529848.8,1468203
80.241,2000,1062,12039,3,28,0,10254.01,559011.9,1507686
169.175,2003,1207,10080,2,19,0,13751.65,499247.1,1503343
274.221,2001,2716,11490,4,0,1,18307.9,508196.6,1584954
182.015,2003,2288,9294,3,1,0,24131.02,484487.1,1592229
372.407,2003,3210,17835,4,15,1,19296.17,507159.8,1588059
248.945,2005,2019,7198,4,2,1,22123.96,585518.8,1479103
139.476,2003,1689,7651,3,14,0,15473.88,500023.6,1568072
168.047,2003,2000,6414,4,0,0,21592.96,582905.1,1479025
391.833,2003,2717,8305,4,0,1,15968.07,497493.1,1494329
218.325,2001,2634,9086,3,0,1,16420.93,480954.2,1530033
144.028,2003,1299,6610,3,0,0,14682.2,578627.6,1510992
118.188,2000,2156,6013,4,0,0,12925.79,505056.3,1561309
211.933,2003,2791,11273,4,0,0,16455.03,588032.8,1521789
90.974,2002,940,5913,3,15,0,15741.4,500174.6,1569407
173.221,2004,1851,6178,3,0,0,23885.01,612762.5,1522587
199.239,2004,2468,6603,4,0,0,25737.03,618849.1,1539854
182.743,2003,2102,8149,4,1,0,16635.35,587677.4,1517364
380.214,2003,3232,16740,4,0,1,7856.72,540123.3,1505860
700.169,2004,4151,55614,4,2,1,19960.38,470486.2,1518830
1333.565,2002,6699,23144,5,0,1,17980.05,484556.5,1500209
58.049,2000,1032,4320,2,15,0,21499.03,488530.1,1584335
314.691,2001,2783,14593,4,0,1,17908.36,476459.4,1524274
424.128,2003,2054,20102,4,33,0,7256.01,548260.4,1550767
492.238,2002,2619,12452,3,10,0,7134.12,547857.6,1550557
596.17,2004,3080,13800,4,5,1,18718.3,576444.1,1485901
130.333,2002,1259,4750,3,0,0,14393.51,578238.7,1512449
89.329,2001,1161,10943,3,19,0,18850.13,500114.1,1582300
214.464,2003,2513,10687,4,0,0,24895.1,616135.3,1539230
154.889,2003,1797,7804,3,11,0,15279.71,584905.4,1533899
151.101,2005,1461,6305,3,5,0,16775.56,497100.8,1571188
180.295,2004,1536,10628,3,22,0,14539.57,495645.9,1503874
84.826,2003,976,6739,2,21,0,14801.35,488659.8,1546180
96.368,2003,1106,736,2,0,0,10114.31,518218.9,1559834
352.783,2004,2166,14788,3,19,1,9264.19,542917.4,1560409
106.007,2002,1303,4200,3,5,0,17592.38,592340.3,1536285
281.484,2004,2794,10668,3,2,0,18201.18,507778.8,1584346
99.425,2000,1457,6358,3,0,0,16862.52,497384.4,1571842
129.515,2005,1032,6526,3,44,0,9295.19,555128.2,1508319
93.326,2001,1116,5173,2,16,0,6899.8,553634.6,1518484
112.32,2003,1134,10602,2,22,0,20033.46,599012.1,1545394
158.328,2004,1968,10211,4,0,0,12785.03,499309.9,1553419
265.051,2004,3078,10317,4,0,0,22593.51,608153.7,1520010
175.798,2002,2167,94330,4,20,1,19456.37,597970.1,1540652
133.839,2001,1630,4183,3,0,0,18312.98,594085.9,1521008
134.876,2002,1923,9614,4,0,0,19345.85,473968.6,1549163
88.261,2001,1501,7033,3,43,0,7088.37,512585.1,1537886
48.889,2002,1157,8490,3,62,0,16547.62,484239.6,1550830
169.016,2003,1847,10615,3,14,0,7046.29,552600.9,1516292
100.657,2000,1243,5719,3,8,0,12516.08,573106.7,1546021
124.231,2001,1441,8063,3,8,0,16927.27,590307.4,1527912
231.234,2004,2535,11258,4,0,0,25776.95,619136.8,1538197
144.31,2000,1804,6225,3,8,1,20637.08,539030.1,1463498
127.771,2000,1790,8266,3,7,0,18572.15,595762.6,1529291
228.479,2002,2664,10200,4,0,0,11764.64,572468.5,1522458
340.313,2000,3348,14833,5,2,1,12491.2,496895.7,1515569
130.677,2000,1853,11432,4,16,0,13259.51,572899.9,1552191
162.741,2004,1480,2443,3,0,0,22388.72,473161.7,1491156
67.703,2000,1058,6983,3,30,0,9976.61,531814.3,1498495
202.777,2005,2030,5501,3,7,0,19148.79,518239.9,1470483
40.505,2003,912,7147,3,36,0,18746.33,490431.4,1573683
96.371,2001,1273,4500,3,0,0,12115.01,565345.4,1505600
148.026,2000,2246,15237,4,20,1,8376.81,516901.8,1551934
164.87,2001,992,5190,1,32,0,6395.08,532907.1,1551997
1411.555,2005,5215,11623,4,1,1,7100.45,549869.4,1548904
132.621,2001,1956,9280,3,9,1,16313.83,531033,1477692
275.998,2003,3095,9629,5,0,1,24787.54,615769.1,1539342
240.611,2003,2845,137645,5,33,0,10095.45,505437,1546497
90.076,2001,1468,10019,3,42,1,7536.72,512989.5,1542697
119.429,2004,1348,6111,4,3,0,7252.26,511049.7,1531938
163.351,2003,2330,14968,4,13,1,11458.57,507713,1557147
57.922,2002,1472,7240,3,11,1,5323.16,527438,1515271
180.542,2001,2129,21872,4,0,0,21801.55,495549.3,1590899
467.069,2003,3351,16350,4,28,0,3920.7,537705.1,1543641
241.461,2004,2860,5502,3,0,0,22632.1,460883.8,1524156
49.012,2000,1057,17276,3,36,0,16997.38,504363.8,1577824
183.133,2004,1509,13710,5,54,0,3813.89,531390.7,1543131
158.275,2000,1895,10805,3,22,0,7869.99,556770.8,1544736
173.455,2004,1985,6192,4,0,0,19454.85,543835.3,1467885
212.784,2003,2363,9346,3,47,0,3088.75,541826.8,1523756
281.935,2004,2070,8116,2,42,0,5233.15,545617.3,1544467
172.768,2002,2192,9975,3,16,0,17011.25,506562,1579239
90.298,2000,1434,9587,3,32,0,8304.11,562058.9,1529794
120.144,2004,1275,1760,2,0,0,14369.74,491438.4,1549557
109.484,2000,1265,4955,3,0,0,8707.34,563412.1,1531377
188.331,2004,1931,11605,3,12,1,15466.19,584463.7,1520437
174.787,2000,2786,6714,5,0,0,20342.7,528726.3,1464614
170.89,2001,2230,14881,4,17,0,19569.45,505205.8,1588080
197.795,2004,1907,2640,3,1,0,17510.98,571769.8,1487066
59.158,2001,1924,12372,2,48,0,34707.68,453513.8,1610843
75.316,2000,1437,11575,4,38,0,8794.4,563675.8,1529935
70.873,2000,1096,2150,2,11,0,15658.66,522908.8,1481110
152.886,2001,1628,9608,3,37,0,8113.87,555093.2,1548383
122.505,2002,2454,15103,5,14,0,11259.31,501959.3,1547954
200.602,2000,1604,9338,3,31,0,10597.05,545460.4,1564214
153.894,2005,1268,10887,3,20,0,11200.52,498304.2,1527015
226.994,2000,3264,12028,5,0,1,20658.57,468141.3,1518905
196.616,2005,1524,9002,3,47,1,4541.61,548112.5,1524322
178.807,2003,2290,11580,4,17,0,12903.92,499852.3,1507230
73.253,2004,720,5256,2,64,0,6238.39,540566.8,1550753
228.156,2003,2824,8894,4,0,0,20652.02,528191.7,1463645
317.434,2004,2540,10975,4,11,1,12208.41,568438.1,1552922
120.778,2003,1293,8248,3,31,0,7833.75,559722.5,1524641
286.204,2002,1900,37335,3,24,1,12236.52,571385.1,1547729
70.709,2002,1140,6353,2,20,0,8273.54,509711,1541394
82.247,2000,1120,8158,3,19,0,9723.64,565160.5,1521155
149.302,2005,1220,4649,3,6,0,13397.82,578406.3,1537023
343.269,2002,3734,15220,5,0,0,14905.39,486219.5,1525671
181.103,2004,1708,5164,3,11,0,17080.49,512027.4,1479890
110.151,2004,1061,5447,3,10,0,10280.5,518571.5,1560659
151.717,2001,2356,11571,4,0,0,16135.35,585614.2,1516068
88.841,2000,1400,10017,3,7,0,11562.58,500892.9,1548051
102.368,2001,1434,8170,3,20,1,9347.51,529890,1500821
412.585,2003,3587,16538,4,0,1,16778.83,480381.9,1522905
131.123,2003,1423,6067,4,5,0,8512.53,562699.4,1533139
244.684,2001,2685,9750,4,5,0,17933.71,498318,1484939
293.375,2003,2605,9843,4,26,1,7993.84,556497.9,1545899
137.438,2003,1661,5563,3,6,0,15197.7,584668.4,1533244
83.448,2000,1431,13548,3,20,0,12905.87,544712.3,1489909
95.39,2001,1209,7609,3,0,0,12662.72,538458.6,1489697
598.154,2003,2491,8036,3,0,0,5751.82,548886.8,1543705
167.977,2001,1673,8678,3,2,1,16823.82,479847,1526111
224.75,2002,2575,8457,3,0,1,22763.27,460843.6,1520785
207.987,2000,2390,12504,4,14,1,24039.28,482882.8,1590472
173.977,2004,1262,8255,3,24,1,4602.16,529376.4,1545180
223.207,2004,2468,5490,3,0,0,14022.28,579378.4,1519526
158.827,2004,1628,10088,3,16,0,19220.7,497544.8,1581973
145.605,2003,1580,2333,3,0,0,22348.09,607071.3,1518382
199.862,2001,1985,13004,3,5,1,20167.04,502536.9,1588869
142.077,2001,2141,13079,3,23,1,7074.38,518081.9,1547171
209.342,2004,2090,17605,4,14,1,12504.64,498295.8,1549780
114.333,2004,1268,8805,3,34,0,10003.33,508070.2,1550108
85.122,2000,1050,3708,3,0,0,15425.66,585019.3,1537784
130.574,2004,1479,7534,4,0,0,16269.64,483171.9,1544609
147.884,2004,1476,1700,3,1,0,17741.37,592912.3,1535282
503.67,2005,3810,14021,5,5,1,12185.7,496906.3,1518419
148.699,2001,1768,7043,3,0,0,13288.55,569203.1,1504247
227.452,2004,1926,7066,3,0,0,21016.79,472692.3,1501167
395.9,2002,2460,12123,5,17,1,6693.23,550502,1546497
135.757,2000,2130,13178,6,25,1,13666.31,579578.3,1534242
149.085,2003,1484,8083,2,5,0,13915.9,578438.4,1544692
131.063,2002,2253,10372,3,19,0,16299.66,512896.5,1482309
127.197,2001,1767,5500,3,0,0,19948.36,599862.5,1538705
91.836,2000,1323,11476,3,12,0,12442.96,504826.2,1558794
156.781,2001,2237,5495,3,4,0,21207.69,538124.8,1461573
146.148,2003,1756,1920,3,0,0,19781.72,543422,1466745
113.767,2002,1614,6504,3,12,0,17400.74,528623,1474328
105.919,2003,1623,12000,4,45,0,8770.87,562738.2,1524019
181.863,2003,1961,10200,3,15,1,19478.43,502898,1586475
147.364,2004,1605,2108,3,0,0,22397.35,607305.9,1518790
130.601,2005,1054,3751,3,9,0,15785.73,585366.1,1542535
147.011,2001,1654,5554,3,5,0,9370.08,561975.1,1516634
139.881,2002,1855,8250,3,0,0,22497.51,461458.5,1539308
97.244,2000,1521,5201,3,6,0,24170.26,485182.3,1592961
90.563,2004,1255,7651,2,39,0,4159.53,526865,1520015
146.064,2005,892,12573,2,27,0,6300.92,529363.7,1551040
128.193,2004,1218,5200,3,18,0,12215.23,574706.4,1535290
343.832,2001,2542,12788,3,31,0,2046.95,538787.1,1525664
177.873,2004,1873,6988,3,22,0,15878.83,514465.9,1483130
174.179,2002,2016,8709,4,0,0,14554.61,491658.4,1551528
150.344,2001,1849,5495,4,0,0,11360.36,516788.2,1563722
175.545,2001,1982,5353,4,0,0,21369.12,510369.8,1465371
91.666,2002,983,6304,3,0,0,10493.28,511930.9,1556814
95.203,2000,1180,11353,3,13,0,11740.65,496801.4,1537268
184.507,2004,2131,9941,4,0,0,24912.59,453084.3,1532365
113.575,2001,1336,7512,3,46,0,4050.63,546592.5,1537304
193.377,2000,2332,11278,4,0,0,15199.87,485628.5,1539291
119.975,2002,1458,8589,3,1,0,22208.13,488115.4,1587035
109.862,2002,1140,8230,3,1,0,4052.11,543153.1,1520720
840.377,2002,2893,35554,3,22,0,2365.3,532616.1,1538536
183.134,2002,2794,5560,4,0,0,20165.88,528720,1465197
83.601,2004,1000,11414,3,43,0,13344.74,539207,1487519
154.873,2002,1829,7332,3,0,0,22063.03,489822.4,1587819
135.34,2003,1266,7911,3,15,0,12847.75,570853.1,1509172
122.08,2003,1334,4156,3,3,0,8322.89,562019.6,1533781
102.534,2001,1305,10727,3,16,0,18549.34,539988,1470438
139.334,2000,2095,6720,4,8,1,16923.9,530909.5,1475693
168.467,2001,2180,5500,4,4,0,18607.52,527637.1,1470454
237.378,2003,2508,11245,4,5,0,17513.25,499890.4,1485464
